EntityID,ModelType,StartingResources,GrowthRate,Efficiency,InnovationFactor,MarketAdaptability,CompetitivePressure,SurvivalTime,ShocksExperienced,FinalResourceBalance,InvestmentReturn,PolicyImpact,RollingVolatility,BaseRiskExposure,WeightedRiskExposure,SustainabilityScore,ReinforcementSignal,RiskManagementScore,AdaptationIndex,ResourceVolatilityIndex,RelativeAdaptationIndex
FOM_07320,FOM,12456,0.0271,0.8458,0.9167,0.9667,0.9006,65,2,0,9.92,313.36,1.8238,0.0042,0.0118,0.2749,0.2631,18.3248,0.8862,1.0,2.357
FOM_07321,FOM,17139,0.0241,0.8532,0.0457,0.7181,1.3144,66,2,0,137.2,-5.37,1.897,0.0035,0.0102,0.2816,0.2713,18.7712,0.0329,1.0,0.0875
FOM_07322,FOM,12300,0.0337,0.8032,0.0066,0.9466,0.8884,48,1,0,1.29,82.02,1.8164,0.0066,0.0187,0.1928,0.1741,19.2775,0.0063,1.0,0.0168
FOM_07323,FOM,17306,0.0174,0.8639,0.7784,0.728,1.3774,71,2,0,12.73,-81.13,1.8822,0.0024,0.0068,0.3067,0.2999,20.4459,0.5666,1.0,1.507
FOM_07324,FOM,12340,0.013,0.9045,0.0707,0.5302,0.8662,97,3,0,461.74,148.08,1.8022,0.0012,0.0035,0.4387,0.4352,21.9334,0.0375,1.0,0.0997
FOM_07325,FOM,15642,0.0233,0.8368,0.9725,0.9974,0.587,64,2,0,2.55,-48.49,2.0006,0.0038,0.0114,0.2678,0.2564,17.8521,0.9699,1.0,2.5796
FOM_07326,FOM,16734,0.0343,0.9299,0.432,0.6163,1.0476,190,6,0,782.38,-896.96,1.9437,0.0024,0.0071,0.8834,0.8763,25.2391,0.2663,1.0,0.7083
FOM_07327,FOM,15756,0.0126,0.8586,0.442,0.6674,1.4128,66,2,0,0.22,-75.61,1.8317,0.0018,0.005,0.2833,0.2783,18.8891,0.295,1.0,0.7846
FOM_07328,FOM,15586,0.023,0.8577,0.1675,0.8182,1.4314,69,2,0,96.7,910.12,1.88,0.0033,0.0094,0.2959,0.2865,19.7282,0.137,1.0,0.3644
FOM_07329,FOM,13954,0.0395,0.8193,0.4702,0.6007,0.7588,59,1,0,15.01,9.36,1.9187,0.0071,0.0208,0.2417,0.2209,24.1699,0.2825,1.0,0.7514
FOM_07330,FOM,12731,0.0187,0.9191,0.8217,0.8604,0.8487,127,4,0,241.32,-159.32,1.7483,0.0015,0.0042,0.5836,0.5794,23.3442,0.707,1.0,1.8804
FOM_07331,FOM,17449,0.0261,0.8213,0.4145,0.5535,1.4292,57,1,0,1721.44,24.34,1.8287,0.0047,0.0132,0.2341,0.2209,23.4072,0.2294,1.0,0.6101
FOM_07332,FOM,17942,0.0209,0.855,0.6242,0.5797,1.0368,67,2,0,369.52,-516.93,1.881,0.003,0.0087,0.2864,0.2777,19.0941,0.3618,1.0,0.9623
FOM_07333,FOM,12906,0.0103,0.815,0.079,0.9558,1.4399,49,1,0,436.8,37.25,1.9266,0.0019,0.0056,0.1997,0.1941,19.9673,0.0755,1.0,0.2008
FOM_07334,FOM,15840,0.0377,0.8462,0.2487,0.5417,0.5895,70,2,0,102.8,399.71,1.8357,0.0058,0.0164,0.2962,0.2797,19.7441,0.1347,1.0,0.3583
FOM_07335,FOM,13329,0.03,0.9197,0.7397,0.8179,0.7336,159,5,0,86.92,49.76,1.8776,0.0024,0.0069,0.7311,0.7242,24.3709,0.605,1.0,1.6091
FOM_07336,FOM,13356,0.0334,0.9236,0.7342,0.8295,0.635,167,5,0,999.05,-499.95,1.9269,0.0026,0.0075,0.7712,0.7637,25.7069,0.6091,1.0,1.62
FOM_07337,FOM,15999,0.0275,0.9265,0.3281,0.9348,0.9164,172,5,0,572.97,620.49,1.8926,0.002,0.0058,0.7968,0.791,26.5608,0.3068,1.0,0.816
FOM_07338,FOM,12046,0.0251,0.8742,0.4714,0.8192,1.4652,80,2,0,981.03,-14.56,1.8802,0.0032,0.0091,0.3497,0.3406,23.3109,0.3861,1.0,1.0269
FOM_07339,FOM,12273,0.0235,0.8975,0.7671,0.9821,1.0457,110,3,0,1817.51,-728.13,1.8305,0.0024,0.0068,0.4936,0.4868,24.6818,0.7534,1.0,2.0038
FOM_07340,FOM,15877,0.0111,0.8655,0.1409,0.9307,0.682,70,2,0,1.19,-29.03,1.8406,0.0015,0.0042,0.3029,0.2987,20.194,0.1311,1.0,0.3487
FOM_07341,FOM,16292,0.0364,0.9381,0.7997,0.5487,0.5727,200,6,13.29,1548.2,292.01,1.4779,0.0023,0.0056,0.9381,0.9325,26.8032,0.4388,0.9992,1.1671
FOM_07342,FOM,17790,0.0221,0.9293,0.4098,0.7039,0.944,173,5,0,587.76,322.4,1.9784,0.0016,0.0047,0.8038,0.7992,26.7949,0.2885,1.0,0.7673
FOM_07343,FOM,14245,0.0118,0.8215,0.4418,0.5135,0.808,51,1,0,206.68,-41.56,1.8968,0.0021,0.0061,0.2095,0.2034,20.9481,0.2269,1.0,0.6035
FOM_07344,FOM,15122,0.0153,0.9056,0.999,0.9996,1.0707,107,3,0,21.57,-640.87,1.9012,0.0014,0.0042,0.4845,0.4803,24.226,0.9986,1.0,2.6559
FOM_07345,FOM,14402,0.0287,0.9425,0.341,0.7105,1.2232,200,6,4.24,578.56,-489.75,1.8138,0.0017,0.0046,0.9425,0.9379,26.9297,0.2423,0.9997,0.6444
FOM_07346,FOM,16626,0.0387,0.8327,0.1901,0.6182,1.0528,64,2,0,1291.22,-4.23,1.811,0.0065,0.0182,0.2665,0.2482,17.7643,0.1175,1.0,0.3125
FOM_07347,FOM,15003,0.0351,0.886,0.2473,0.8482,0.8275,110,3,0,1014.27,258.7,1.8208,0.004,0.0113,0.4873,0.476,24.3646,0.2098,1.0,0.558
FOM_07348,FOM,16744,0.0283,0.9259,0.5358,0.7041,0.8935,170,5,0,955.85,-65.14,1.9206,0.0021,0.0061,0.787,0.7809,26.2334,0.3772,1.0,1.0032
FOM_07349,FOM,17206,0.0166,0.8054,0.7344,0.7828,1.2377,48,1,0,0.0,-4.13,1.9308,0.0032,0.0094,0.1933,0.1839,19.3307,0.5749,1.0,1.529
FOM_07350,FOM,14872,0.0252,0.8695,0.5364,0.5643,0.9579,80,2,0,59.94,2.36,1.8743,0.0033,0.0094,0.3478,0.3383,23.1864,0.3027,1.0,0.8051
FOM_07351,FOM,16764,0.0338,0.8368,0.3328,0.6088,0.7946,64,2,0,277.43,-235.28,1.9584,0.0055,0.0163,0.2678,0.2515,17.8526,0.2026,1.0,0.5388
FOM_07352,FOM,17494,0.0254,0.9476,0.1225,0.8279,0.6688,200,6,8.87,58.22,294.3,1.8111,0.0013,0.0037,0.9476,0.9439,27.0752,0.1014,0.9995,0.2697
FOM_07353,FOM,12847,0.02,0.817,0.3257,0.9522,0.7195,52,1,0,16.02,1.71,1.9286,0.0037,0.0107,0.2124,0.2017,21.2432,0.3101,1.0,0.8248
FOM_07354,FOM,16286,0.0101,0.8451,0.3412,0.6587,1.0534,62,1,0,430.19,282.17,1.9597,0.0016,0.0046,0.262,0.2574,26.1978,0.2247,1.0,0.5976
FOM_07355,FOM,14775,0.0334,0.8733,0.7983,0.9869,1.4844,85,3,0,95.11,-86.62,1.774,0.0042,0.0117,0.3712,0.3594,18.5581,0.7878,1.0,2.0953
FOM_07356,FOM,14960,0.037,0.8956,0.0082,0.8708,0.9693,101,3,0,1.27,-467.78,1.8297,0.0039,0.0109,0.4523,0.4413,22.6142,0.0071,1.0,0.0189
FOM_07357,FOM,13681,0.0313,0.9409,0.1238,0.6722,0.8856,200,6,5.71,512.93,22.65,1.653,0.0018,0.0049,0.9409,0.936,26.8826,0.0832,0.9996,0.2213
FOM_07358,FOM,12200,0.0301,0.8059,0.0128,0.7197,0.9176,49,1,0,497.1,-502.07,1.8771,0.0058,0.0168,0.1974,0.1806,19.7449,0.0092,1.0,0.0245
FOM_07359,FOM,17544,0.031,0.8349,0.4633,0.8543,1.1765,62,1,0,146.34,285.01,1.8207,0.0051,0.0144,0.2588,0.2444,25.8804,0.3958,1.0,1.0527
FOM_07360,FOM,17854,0.036,0.8337,0.0215,0.7083,0.8125,64,2,0,3.11,-183.68,1.9594,0.006,0.0177,0.2668,0.249,17.7847,0.0152,1.0,0.0404
FOM_07361,FOM,14316,0.0284,0.9314,0.2428,0.5499,1.4968,186,5,0,995.97,106.73,1.9577,0.0019,0.0058,0.8662,0.8604,28.8735,0.1335,1.0,0.3551
FOM_07362,FOM,13932,0.0241,0.8058,0.6266,0.813,1.4614,50,1,0,188.53,146.62,1.8593,0.0047,0.0134,0.2014,0.1881,20.1445,0.5094,1.0,1.3548
FOM_07363,FOM,15297,0.0164,0.9094,0.4582,0.8229,0.639,114,3,0,407.4,116.01,1.8756,0.0015,0.0043,0.5183,0.5141,25.917,0.3771,1.0,1.003
FOM_07364,FOM,14374,0.0105,0.8425,0.437,0.951,1.2286,57,1,0,169.87,-190.47,1.9086,0.0017,0.0048,0.2401,0.2353,24.0106,0.4156,1.0,1.1054
FOM_07365,FOM,16473,0.0255,0.8147,0.8591,0.735,0.9911,55,1,0,202.07,106.0,1.9025,0.0047,0.0137,0.224,0.2103,22.4033,0.6315,1.0,1.6796
FOM_07366,FOM,14135,0.0285,0.9214,0.834,0.5218,0.812,159,5,0,63.51,147.42,1.8871,0.0022,0.0065,0.7325,0.726,24.4162,0.4352,1.0,1.1575
FOM_07367,FOM,13716,0.0126,0.9012,0.2518,0.8657,0.6167,93,3,0,312.66,-192.84,1.7618,0.0012,0.0034,0.4191,0.4156,20.954,0.218,1.0,0.5798
FOM_07368,FOM,17530,0.0153,0.8662,0.7999,0.5043,1.1724,74,2,0,661.68,87.48,1.8699,0.002,0.0059,0.3205,0.3146,21.366,0.4034,1.0,1.0729
FOM_07369,FOM,16957,0.0172,0.9404,0.6441,0.8723,1.383,190,6,0,610.01,656.92,2.0867,0.001,0.0032,0.8934,0.8902,25.5257,0.5619,1.0,1.4945
FOM_07370,FOM,13043,0.0283,0.9239,0.2181,0.6799,0.5385,167,5,0,844.41,-290.91,1.9395,0.0022,0.0063,0.7714,0.7651,25.715,0.1483,1.0,0.3944
FOM_07371,FOM,17846,0.0226,0.8141,0.0689,0.9508,0.5353,51,1,0,124.15,-259.77,1.9026,0.0042,0.0122,0.2076,0.1954,20.7602,0.0655,1.0,0.1742
FOM_07372,FOM,12800,0.0332,0.826,0.2827,0.7171,1.1355,59,1,0,12.09,-45.62,1.9291,0.0058,0.0169,0.2437,0.2268,24.3679,0.2028,1.0,0.5394
FOM_07373,FOM,15743,0.0311,0.8022,0.4008,0.8167,0.5609,51,1,0,377.49,17.21,1.8895,0.0061,0.0178,0.2046,0.1868,20.4557,0.3273,1.0,0.8705
FOM_07374,FOM,16049,0.0165,0.8385,0.2495,0.5038,0.5791,61,1,0,1529.12,252.44,1.889,0.0027,0.0077,0.2558,0.248,25.5753,0.1257,1.0,0.3343
FOM_07375,FOM,16067,0.015,0.825,0.7257,0.7378,1.1077,53,1,0,631.99,-150.15,1.9155,0.0026,0.0076,0.2186,0.211,21.862,0.5354,1.0,1.424
FOM_07376,FOM,13908,0.0232,0.9294,0.4591,0.8123,0.938,167,5,0,17.71,-520.78,2.1023,0.0016,0.0051,0.776,0.771,25.868,0.3729,1.0,0.9918
FOM_07377,FOM,12564,0.0135,0.8751,0.3697,0.5559,1.2299,73,2,0,51.51,-42.71,1.8487,0.0017,0.0048,0.3194,0.3146,21.2949,0.2055,1.0,0.5466
FOM_07378,FOM,17391,0.0308,0.8374,0.6541,0.9154,0.8473,64,2,0,0.99,-434.54,1.8865,0.005,0.0145,0.268,0.2535,17.8649,0.5987,1.0,1.5923
FOM_07379,FOM,14958,0.0214,0.8718,0.6026,0.8894,0.9808,81,2,0,1030.41,86.0,1.8297,0.0027,0.0078,0.3531,0.3453,23.5385,0.5359,1.0,1.4253
FOM_07380,FOM,13022,0.0318,0.9387,0.6849,0.7634,0.8064,200,6,3.16,235.44,-190.5,1.7458,0.0019,0.0053,0.9387,0.9334,26.8201,0.5228,0.9998,1.3905
FOM_07381,FOM,15218,0.0162,0.8799,0.4601,0.8044,1.3783,84,2,0,797.7,338.9,1.8777,0.0019,0.0056,0.3696,0.364,24.6373,0.3701,1.0,0.9843
FOM_07382,FOM,13238,0.039,0.8699,0.4409,0.9293,0.9418,90,3,0,723.64,-136.07,1.8413,0.0051,0.0144,0.3915,0.3771,19.5738,0.4097,1.0,1.0897
FOM_07383,FOM,12583,0.0275,0.8402,0.8858,0.6394,0.781,63,1,0,424.58,-380.15,1.883,0.0044,0.0127,0.2646,0.252,26.4649,0.5664,1.0,1.5064
FOM_07384,FOM,12946,0.0161,0.8884,0.9113,0.9451,1.4734,85,3,0,176.11,110.74,1.8372,0.0018,0.0051,0.3776,0.3724,18.8776,0.8613,1.0,2.2908
FOM_07385,FOM,16886,0.0256,0.9117,0.3355,0.6202,1.4171,117,4,0,1134.74,-366.88,1.8234,0.0023,0.0064,0.5333,0.527,21.3337,0.2081,1.0,0.5535
FOM_07386,FOM,13444,0.0352,0.8273,0.0327,0.9227,0.777,60,1,0,24.32,-67.46,1.9213,0.0061,0.0178,0.2482,0.2304,24.8196,0.0302,1.0,0.0803
FOM_07387,FOM,15384,0.019,0.8565,0.7489,0.8844,0.5572,69,2,0,0.33,0.6,1.889,0.0027,0.0079,0.2955,0.2876,19.6999,0.6623,1.0,1.7615
FOM_07388,FOM,13471,0.0233,0.8641,0.4136,0.5922,0.8895,77,2,0,743.7,12.4,1.8937,0.0032,0.0092,0.3327,0.3235,22.179,0.245,1.0,0.6516
FOM_07389,FOM,13126,0.0361,0.9135,0.7388,0.5047,0.9661,147,5,0,578.54,8.01,1.8841,0.0031,0.009,0.6714,0.6624,22.3804,0.3729,1.0,0.9918
FOM_07390,FOM,16151,0.0343,0.9012,0.6445,0.7549,0.8118,126,4,0,455.65,-195.71,1.8654,0.0034,0.0097,0.5678,0.5581,22.7109,0.4866,1.0,1.2942
FOM_07391,FOM,16072,0.0233,0.9451,0.475,0.7513,1.3061,200,6,3.13,2715.24,-219.21,1.5447,0.0013,0.0033,0.9451,0.9418,27.0027,0.3569,0.9998,0.9492
FOM_07392,FOM,15565,0.0204,0.9397,0.3381,0.5482,1.0125,190,6,0,2053.74,65.46,1.9865,0.0012,0.0037,0.8928,0.8891,25.5072,0.1854,1.0,0.4931
FOM_07393,FOM,16380,0.0312,0.8634,0.7619,0.7338,0.8097,82,2,0,19.52,22.97,1.8996,0.0043,0.0124,0.354,0.3416,23.5984,0.559,1.0,1.4867
FOM_07394,FOM,13712,0.0276,0.9036,0.1747,0.7645,1.4852,117,4,0,251.63,-493.04,1.885,0.0027,0.0077,0.5286,0.5209,21.1441,0.1336,1.0,0.3553
FOM_07395,FOM,14201,0.0233,0.9292,0.3861,0.7558,0.7973,152,5,0,380.92,-368.21,1.9433,0.0016,0.0049,0.7062,0.7013,23.5401,0.2918,1.0,0.7761
FOM_07396,FOM,12018,0.0218,0.8697,0.3895,0.7785,1.4663,76,2,0,436.68,31.25,1.8882,0.0028,0.0082,0.3305,0.3223,22.0323,0.3033,1.0,0.8067
FOM_07397,FOM,12445,0.0269,0.8916,0.789,0.6071,0.7832,100,3,0,2.28,220.17,1.878,0.0029,0.0084,0.4458,0.4374,22.289,0.479,1.0,1.274
FOM_07398,FOM,15023,0.0218,0.8421,0.2921,0.8181,1.1175,65,2,0,740.86,-20.69,1.8854,0.0034,0.0099,0.2737,0.2637,18.2444,0.239,1.0,0.6357
FOM_07399,FOM,15642,0.0137,0.8852,0.4392,0.5407,1.2848,85,3,0,344.62,-55.3,1.9146,0.0016,0.0046,0.3762,0.3717,18.8112,0.2375,1.0,0.6317
FOM_07400,FOM,13306,0.0218,0.9261,0.863,0.5567,0.6275,145,5,0,163.7,428.56,1.8729,0.0016,0.0046,0.6714,0.6668,22.3804,0.4805,1.0,1.278
FOM_07401,FOM,17283,0.0323,0.8556,0.1618,0.9126,1.1097,73,2,0,32.37,185.92,1.8268,0.0047,0.0132,0.3123,0.2991,20.82,0.1477,1.0,0.3928
FOM_07402,FOM,16873,0.0387,0.819,0.408,0.8078,1.4264,61,1,0,3.31,-72.34,2.0032,0.007,0.021,0.2498,0.2288,24.9795,0.3296,1.0,0.8766
FOM_07403,FOM,12697,0.0223,0.8855,0.8566,0.9193,0.7182,91,3,0,26.77,-152.3,1.8234,0.0026,0.0072,0.4029,0.3957,20.1452,0.7875,1.0,2.0945
FOM_07404,FOM,17875,0.037,0.8886,0.6253,0.9527,0.9174,117,4,0,406.92,-355.47,1.8488,0.0041,0.0117,0.5198,0.5081,20.7936,0.5957,1.0,1.5844
FOM_07405,FOM,15302,0.017,0.8822,0.4888,0.9692,0.6314,86,3,0,108.39,-33.59,1.9336,0.002,0.0059,0.3793,0.3735,18.9664,0.4737,1.0,1.2599
FOM_07406,FOM,13138,0.035,0.9118,0.3436,0.6078,0.9881,145,5,0,22.84,-96.53,2.0002,0.0031,0.0093,0.6611,0.6518,22.0361,0.2088,1.0,0.5553
FOM_07407,FOM,13200,0.0385,0.9156,0.8257,0.8521,1.3442,173,5,0,568.71,-388.46,2.0027,0.0033,0.0098,0.792,0.7822,26.3988,0.7035,1.0,1.8711
FOM_07408,FOM,17582,0.0259,0.9317,0.4183,0.6123,0.9859,179,5,0,882.25,76.56,1.9578,0.0018,0.0052,0.8339,0.8286,27.7951,0.2561,1.0,0.6811
FOM_07409,FOM,12676,0.0236,0.8467,0.0125,0.8834,1.4599,61,1,0,27.64,-7.44,1.9166,0.0036,0.0106,0.2582,0.2477,25.8241,0.011,1.0,0.0293
FOM_07410,FOM,13929,0.0314,0.8333,0.1312,0.5103,1.0318,63,1,0,0.0,-289.61,1.9551,0.0052,0.0155,0.2625,0.247,26.2479,0.0669,1.0,0.1779
FOM_07411,FOM,13062,0.0146,0.8006,0.1684,0.6288,0.6597,43,1,0,295.66,-280.93,1.8561,0.0029,0.0083,0.1721,0.1638,17.2127,0.1059,1.0,0.2817
FOM_07412,FOM,16585,0.0283,0.9039,0.7844,0.7653,1.0118,124,4,0,574.4,110.01,1.8106,0.0027,0.0076,0.5604,0.5528,22.4169,0.6003,1.0,1.5966
FOM_07413,FOM,17016,0.0306,0.8987,0.4612,0.7043,0.9814,117,4,0,911.83,-95.82,1.9303,0.0031,0.0091,0.5257,0.5166,21.0291,0.3249,1.0,0.8641
FOM_07414,FOM,12708,0.0309,0.8816,0.1282,0.8915,0.6071,97,3,0,55.05,187.57,1.8775,0.0037,0.0105,0.4276,0.417,21.3784,0.1143,1.0,0.304
FOM_07415,FOM,14979,0.0157,0.8158,0.3045,0.729,0.9639,51,1,0,0.07,-41.27,1.9131,0.0029,0.0084,0.208,0.1996,20.8018,0.222,1.0,0.5904
FOM_07416,FOM,17131,0.0339,0.8303,0.0733,0.5521,0.6205,64,2,0,23.25,30.32,1.9087,0.0057,0.0167,0.2657,0.249,17.7127,0.0405,1.0,0.1077
FOM_07417,FOM,12627,0.0263,0.9244,0.8468,0.5416,1.0583,147,5,0,391.0,371.31,1.7934,0.002,0.0056,0.6794,0.6739,22.6471,0.4587,1.0,1.22
FOM_07418,FOM,12864,0.0355,0.9451,0.3408,0.7989,1.0592,200,6,31.06,497.62,206.81,1.4828,0.0019,0.0048,0.9451,0.9403,27.0036,0.2723,0.9976,0.7242
FOM_07419,FOM,16034,0.0204,0.8443,0.3715,0.713,0.688,64,2,0,343.14,-137.19,1.883,0.0032,0.0092,0.2702,0.261,18.0121,0.2649,1.0,0.7045
FOM_07420,FOM,12083,0.0163,0.9228,0.1008,0.7441,0.6844,128,4,0,231.95,199.94,1.7928,0.0013,0.0035,0.5906,0.587,23.6228,0.075,1.0,0.1995
FOM_07421,FOM,14682,0.0149,0.8801,0.4013,0.8952,1.181,81,2,0,874.11,472.34,1.8341,0.0018,0.0051,0.3564,0.3514,23.7626,0.3592,1.0,0.9553
FOM_07422,FOM,12066,0.0171,0.8068,0.7699,0.5031,0.5209,49,1,0,62.57,-65.72,1.9878,0.0033,0.0099,0.1977,0.1878,19.7668,0.3873,1.0,1.0301
FOM_07423,FOM,12060,0.0244,0.8746,0.8061,0.7737,0.9714,85,3,0,93.98,-42.8,1.9039,0.0031,0.0089,0.3717,0.3628,18.5862,0.6237,1.0,1.6588
FOM_07424,FOM,12857,0.0175,0.8288,0.738,0.5554,0.8875,54,1,0,0.66,4.96,1.8599,0.003,0.0086,0.2238,0.2152,22.377,0.4099,1.0,1.0902
FOM_07425,FOM,12251,0.0121,0.9328,0.5353,0.9666,1.0026,145,5,0,188.52,129.39,1.8183,0.0008,0.0023,0.6763,0.674,22.5418,0.5175,1.0,1.3764
FOM_07426,FOM,16165,0.0339,0.8124,0.4329,0.8718,1.1804,57,1,0,2.42,255.83,1.9529,0.0064,0.0188,0.2315,0.2128,23.1546,0.3774,1.0,1.0038
FOM_07427,FOM,16782,0.0375,0.9381,0.1389,0.5115,0.5538,200,6,6.83,2015.04,33.39,1.6738,0.0023,0.0062,0.9381,0.9319,26.8027,0.071,0.9996,0.1888
FOM_07428,FOM,12237,0.0165,0.9493,0.5154,0.8916,0.9159,200,6,2.14,985.36,-229.38,1.8339,0.0008,0.0024,0.9493,0.947,27.124,0.4595,0.9998,1.2221
FOM_07429,FOM,13001,0.0135,0.8942,0.2778,0.9634,0.5434,89,3,0,500.85,571.25,1.7395,0.0014,0.0039,0.3979,0.394,19.8966,0.2676,1.0,0.7117
FOM_07430,FOM,15504,0.0343,0.8076,0.583,0.5154,0.5363,53,1,0,1495.55,50.7,1.8399,0.0066,0.0188,0.214,0.1952,21.4005,0.3005,1.0,0.7992
FOM_07431,FOM,15258,0.0342,0.8935,0.3204,0.982,0.7845,107,3,0,864.46,-50.17,1.9439,0.0036,0.0107,0.478,0.4673,23.9007,0.3146,1.0,0.8367
FOM_07432,FOM,17562,0.0253,0.8052,0.9854,0.7011,1.3908,53,1,0,258.58,-9.82,1.9293,0.0049,0.0144,0.2134,0.199,21.3373,0.6909,1.0,1.8376
FOM_07433,FOM,15393,0.0393,0.8215,0.2682,0.7222,0.7868,57,1,0,92.41,-249.54,1.9972,0.007,0.021,0.2341,0.2131,23.4122,0.1937,1.0,0.5152
FOM_07434,FOM,12047,0.0249,0.8392,0.8354,0.9264,1.3244,62,1,0,608.5,-983.5,1.9404,0.004,0.0118,0.2601,0.2483,26.0138,0.7739,1.0,2.0583
FOM_07435,FOM,17996,0.0263,0.9274,0.8267,0.5188,0.6032,188,5,0,926.05,314.84,1.9123,0.0019,0.0056,0.8718,0.8662,29.0597,0.4288,1.0,1.1405
FOM_07436,FOM,15216,0.0235,0.8347,0.7221,0.7107,0.8405,63,1,0,17.55,-3.17,1.9302,0.0039,0.0114,0.2629,0.2516,26.294,0.5132,1.0,1.3649
FOM_07437,FOM,13847,0.0362,0.9412,0.8493,0.5655,0.5941,200,6,46.43,1254.39,-876.08,1.2823,0.0021,0.0049,0.9412,0.9364,26.8921,0.4803,0.9966,1.2774
FOM_07438,FOM,15716,0.0356,0.8733,0.6698,0.5603,0.5696,89,3,0,841.72,55.6,1.7701,0.0045,0.0125,0.3886,0.3761,19.4307,0.3753,1.0,0.9982
FOM_07439,FOM,15553,0.0312,0.8849,0.6084,0.642,1.0941,96,3,0,398.91,325.58,1.9143,0.0036,0.0105,0.4247,0.4142,21.2364,0.3906,1.0,1.0389
FOM_07440,FOM,16079,0.0183,0.9354,0.556,0.7329,1.293,159,5,0,503.51,319.64,1.8512,0.0012,0.0034,0.7436,0.7403,24.7879,0.4075,1.0,1.0838
FOM_07441,FOM,16129,0.0314,0.8054,0.8492,0.6858,0.5809,54,1,0,674.58,-430.74,1.8779,0.0061,0.0176,0.2175,0.1998,21.7458,0.5824,1.0,1.549
FOM_07442,FOM,14155,0.0146,0.8402,0.148,0.8564,1.0885,58,1,0,389.41,-53.41,1.8616,0.0023,0.0067,0.2437,0.237,24.3672,0.1267,1.0,0.337
FOM_07443,FOM,12533,0.0348,0.9355,0.4463,0.6661,0.7788,200,6,1.13,592.78,-1107.0,1.7946,0.0022,0.0063,0.9355,0.9293,26.7292,0.2973,0.9999,0.7907
FOM_07444,FOM,12260,0.0225,0.9395,0.9023,0.8908,1.4885,190,6,0,1090.93,-287.28,1.8473,0.0014,0.0039,0.8925,0.8886,25.5006,0.8038,1.0,2.1378
FOM_07445,FOM,15030,0.0354,0.8367,0.2328,0.5097,0.5749,64,2,0,181.62,-432.51,1.9583,0.0058,0.0171,0.2677,0.2506,17.8493,0.1186,1.0,0.3154
FOM_07446,FOM,17254,0.0177,0.885,0.2411,0.8854,1.1329,89,3,0,305.46,377.84,1.9415,0.002,0.006,0.3938,0.3878,19.6902,0.2135,1.0,0.5678
FOM_07447,FOM,14872,0.0291,0.8272,0.8012,0.7983,1.1963,60,1,0,92.78,33.9,1.8935,0.005,0.0145,0.2482,0.2336,24.8166,0.6396,1.0,1.7011
FOM_07448,FOM,12722,0.0278,0.8593,0.9529,0.7925,1.2773,72,2,0,66.89,-322.99,1.8976,0.0039,0.0113,0.3094,0.298,20.6239,0.7551,1.0,2.0083
FOM_07449,FOM,16955,0.0296,0.9344,0.8373,0.9126,1.3246,200,6,6.28,2184.6,798.23,1.6192,0.0019,0.0051,0.9344,0.9293,26.697,0.7641,0.9996,2.0322
FOM_07450,FOM,17813,0.037,0.8163,0.6933,0.9563,0.7741,60,1,0,277.86,-16.19,1.9506,0.0068,0.0201,0.2449,0.2248,24.4882,0.663,1.0,1.7633
FOM_07451,FOM,17445,0.0115,0.9349,0.3426,0.8995,1.0875,157,5,0,2190.93,1040.72,1.8482,0.0007,0.0021,0.7339,0.7318,24.4636,0.3082,1.0,0.8197
FOM_07452,FOM,16847,0.0201,0.9172,0.3288,0.5983,0.594,126,4,0,2742.2,-96.83,1.8643,0.0017,0.0048,0.5779,0.5731,23.1147,0.1967,1.0,0.5232
FOM_07453,FOM,16912,0.036,0.8038,0.4641,0.6888,0.7995,55,1,0,541.51,-133.52,1.9589,0.0071,0.0209,0.221,0.2001,22.1036,0.3197,1.0,0.8503
FOM_07454,FOM,17261,0.0366,0.8587,0.2018,0.5991,0.8542,79,2,0,379.36,387.12,1.9047,0.0052,0.015,0.3392,0.3242,22.6125,0.1209,1.0,0.3216
FOM_07455,FOM,13080,0.0252,0.9472,0.3388,0.7927,1.2194,200,6,6.76,1224.4,-151.71,1.7093,0.0013,0.0036,0.9472,0.9436,27.0642,0.2686,0.9995,0.7144
FOM_07456,FOM,16262,0.0239,0.9145,0.7025,0.8611,1.1292,137,4,0,1513.37,-529.75,2.0132,0.002,0.0062,0.6264,0.6203,25.0571,0.6049,1.0,1.6088
FOM_07457,FOM,12713,0.0178,0.8691,0.7293,0.5057,0.8438,73,2,0,823.43,-10.68,1.861,0.0023,0.0067,0.3172,0.3106,21.1482,0.3688,1.0,0.9809
FOM_07458,FOM,12653,0.0271,0.9412,0.407,0.6228,0.593,200,6,3.13,1476.42,-563.39,1.7288,0.0016,0.0043,0.9412,0.9369,26.8923,0.2535,0.9998,0.6742
FOM_07459,FOM,13712,0.0393,0.9162,0.5014,0.8933,1.3878,174,5,0,408.55,120.29,1.9054,0.0033,0.0096,0.7971,0.7876,26.5706,0.4479,1.0,1.1913
FOM_07460,FOM,14391,0.0213,0.8573,0.6933,0.5599,0.7909,70,2,0,704.74,-4.64,1.8559,0.003,0.0087,0.3001,0.2914,20.0034,0.3882,1.0,1.0325
FOM_07461,FOM,16941,0.0165,0.8479,0.8994,0.8139,0.5864,64,2,0,235.28,-26.18,1.8252,0.0025,0.0071,0.2713,0.2642,18.0894,0.732,1.0,1.9469
